customer_id,full_name,date_of_birth,email,phone,country_code,customer_segment,kyc_status,onboarded_date,relationship_manager_id,last_updated_ts
CUST000020,Customer 20,1998-11-21,customer20@example.com,+447509677794,GB,RETAIL,VERIFIED,2021-01-18,RM0002,2025-04-15 14:51:00+00:00
CUST000021,Customer 21,1987-08-21,customer21@example.com,+447483258726,SG,PRIVATE_BANKING,VERIFIED,2017-04-17,RM0003,2025-08-09 14:05:00+00:00
CUST000022,Customer 22,1969-10-11,customer22@example.com,+447278304807,DE,RETAIL,VERIFIED,2017-12-21,RM0010,2025-05-25 14:20:00+00:00
CUST000023,Customer 23,1990-04-20,customer23@example.com,+447807214179,FR,RETAIL,VERIFIED,2016-12-16,RM0010,2024-05-01 15:47:00+00:00
CUST000024,Customer 24,1974-12-16,customer24@example.com,+447265471644,AE,RETAIL,VERIFIED,2019-03-16,RM0018,2025-10-31 00:06:00+00:00
CUST000025,Customer 25,1950-08-01,customer25@example.com,+447901795907,US,CORPORATE,VERIFIED,2024-08-31,RM0012,2025-02-17 13:02:00+00:00
CUST000026,Customer 26,1964-04-28,customer26@example.com,+447684683755,FR,RETAIL,VERIFIED,2025-01-24,,2025-07-24 17:00:00+00:00
CUST000027,Customer 27,1987-12-01,customer27@example.com,+447297760792,FR,RETAIL,VERIFIED,2024-02-25,RM0010,2026-04-25 02:50:00+00:00
CUST000028,Customer 28,1980-07-11,customer28@example.com,+447822286180,DE,RETAIL,PENDING,2017-04-26,RM0008,2025-09-10 19:40:00+00:00
CUST000029,Customer 29,1974-12-06,customer29@example.com,+447835021998,GB,RETAIL,VERIFIED,2015-08-04,RM0019,2024-11-07 16:35:00+00:00
CUST000030,Customer 30,1963-12-13,customer30@example.com,+447559741412,DE,RETAIL,VERIFIED,2017-01-04,RM0007,2024-07-30 20:42:00+00:00
CUST000031,Customer 31,1969-04-26,customer31@example.com,+447520332086,US,RETAIL,VERIFIED,2022-12-09,RM0018,2025-04-12 10:23:00+00:00
CUST000032,Customer 32,1980-03-13,customer32@example.com,+447672966010,SG,RETAIL,VERIFIED,2017-02-01,RM0008,2026-04-25 01:52:00+00:00
CUST000033,Customer 33,1959-03-04,customer33@example.com,+447256888294,AE,RETAIL,VERIFIED,2022-04-11,,2024-08-16 14:21:00+00:00
CUST000034,Customer 34,1958-04-28,customer34@example.com,+447294846763,US,RETAIL,VERIFIED,2023-08-22,RM0001,2025-07-27 19:38:00+00:00
CUST000035,Customer 35,1984-02-01,customer35@example.com,+447472309605,SG,RETAIL,VERIFIED,2015-04-12,,2025-04-29 22:42:00+00:00
CUST000036,Customer 36,1958-09-05,customer36@example.com,+447083197117,US,RETAIL,PENDING,2021-07-18,RM0001,2025-01-07 22:28:00+00:00
CUST000037,Customer 37,1982-03-17,customer37@example.com,+447766162966,AE,CORPORATE,PENDING,2024-04-12,RM0001,2024-04-26 03:48:00+00:00
CUST000038,Customer 38,1980-11-09,customer38@example.com,+447306798268,SG,RETAIL,VERIFIED,2023-09-12,RM0013,2025-11-05 07:00:00+00:00
CUST000039,Customer 39,1973-09-24,customer39@example.com,+447251785565,FR,CORPORATE,VERIFIED,2016-11-24,RM0010,2024-12-15 11:53:00+00:00
CUST000040,Customer 40,1953-11-24,customer40@example.com,+447291751878,DE,CORPORATE,VERIFIED,2020-06-11,,2025-10-10 09:35:00+00:00
CUST000041,Customer 41,1991-03-21,customer41@example.com,+447360613550,US,RETAIL,VERIFIED,2018-10-21,RM0008,2025-06-18 11:44:00+00:00
CUST000042,Customer 42,1998-02-09,customer42@example.com,+447343285529,US,RETAIL,VERIFIED,2023-07-16,RM0002,2024-04-18 01:57:00+00:00
CUST000043,Customer 43,1961-03-14,customer43@example.com,+447958880263,AE,RETAIL,VERIFIED,2018-10-20,RM0005,2024-06-17 15:08:00+00:00
CUST000044,Customer 44,1983-12-17,customer44@example.com,+447579984033,DE,RETAIL,VERIFIED,2018-02-11,RM0003,2026-04-21 22:47:00+00:00
CUST000045,Customer 45,1957-01-26,customer45@example.com,+447086519602,FR,CORPORATE,VERIFIED,2021-01-11,,2026-01-08 13:06:00+00:00
CUST000046,Customer 46,1999-07-12,customer46@example.com,+447148578017,AE,CORPORATE,VERIFIED,2021-10-02,,2024-09-17 19:12:00+00:00
CUST000047,Customer 47,1976-04-20,customer47@example.com,+447161953189,FR,RETAIL,PENDING,2021-01-07,RM0014,2024-07-11 03:59:00+00:00
CUST000048,Customer 48,1982-06-12,customer48@example.com,+447248315126,FR,CORPORATE,VERIFIED,2026-01-22,RM0012,2025-02-06 06:29:00+00:00
CUST000049,Customer 49,1967-04-02,customer49@example.com,+447411281012,DE,RETAIL,VERIFIED,2018-04-10,RM0003,2026-04-24 06:45:00+00:00
CUST000050,Customer 50,1956-03-29,customer50@example.com,+447745122940,US,RETAIL,VERIFIED,2016-06-02,RM0017,2024-12-12 03:48:00+00:00
CUST000051,Customer 51,1954-02-10,customer51@example.com,+447164073400,DE,RETAIL,VERIFIED,2018-10-01,,2025-02-28 01:59:00+00:00
CUST000052,Customer 52,1970-06-12,customer52@example.com,+447758511779,SG,RETAIL,VERIFIED,2024-09-30,RM0003,2025-10-10 21:37:00+00:00
CUST000053,Customer 53,1975-12-18,customer53@example.com,+447229730155,FR,RETAIL,VERIFIED,2021-03-10,RM0002,2024-05-06 14:29:00+00:00
CUST000054,Customer 54,1957-02-27,customer54@example.com,+447068965204,SG,RETAIL,VERIFIED,2024-06-11,RM0005,2025-11-05 18:32:00+00:00
CUST000055,Customer 55,1970-11-20,customer55@example.com,+447445461013,US,CORPORATE,VERIFIED,2021-09-21,,2024-05-17 15:00:00+00:00
CUST000056,Customer 56,1959-01-23,customer56@example.com,+447437656494,FR,RETAIL,VERIFIED,2025-11-10,,2025-06-27 23:03:00+00:00
CUST000057,Customer 57,1984-02-07,customer57@example.com,+447355281184,AE,CORPORATE,VERIFIED,2016-09-22,RM0013,2025-07-20 13:53:00+00:00
CUST000058,Customer 58,1974-12-09,customer58@example.com,+447582624278,DE,RETAIL,VERIFIED,2023-02-06,RM0011,2025-08-22 15:59:00+00:00
CUST000059,Customer 59,1990-09-05,customer59@example.com,+447500282414,SG,RETAIL,FAILED,2020-08-23,RM0009,2025-06-04 05:44:00+00:00
CUST000060,Customer 60,1982-09-24,customer60@example.com,+447446434187,GB,RETAIL,VERIFIED,2020-07-13,,2025-08-15 05:46:00+00:00
CUST000061,Customer 61,1964-08-04,customer61@example.com,+447066857303,AE,RETAIL,VERIFIED,2026-02-13,RM0005,2026-04-14 04:06:00+00:00
CUST000062,Customer 62,1983-03-19,customer62@example.com,+447222086735,FR,RETAIL,VERIFIED,2019-05-21,RM0019,2025-01-31 21:38:00+00:00
CUST000063,Customer 63,1981-11-15,customer63@example.com,+447894310083,US,RETAIL,VERIFIED,2025-04-08,,2025-09-12 10:32:00+00:00
CUST000064,Customer 64,1968-10-18,customer64@example.com,+447451125671,GB,RETAIL,VERIFIED,2017-05-26,,2025-01-28 13:38:00+00:00
CUST000065,Customer 65,1973-12-14,customer65@example.com,+447418197538,FR,RETAIL,VERIFIED,2018-01-14,RM0011,2025-12-10 07:17:00+00:00
CUST000066,Customer 66,1956-05-28,customer66@example.com,+447971562912,FR,RETAIL,PENDING,2021-10-31,RM0018,2025-02-11 10:18:00+00:00
CUST000067,Customer 67,1965-05-09,customer67@example.com,+447826561919,GB,RETAIL,VERIFIED,2015-02-25,RM0007,2025-04-08 04:08:00+00:00
CUST000068,Customer 68,1997-12-02,customer68@example.com,+447627150493,AE,RETAIL,VERIFIED,2023-11-16,RM0015,2025-02-26 19:44:00+00:00
CUST000069,Customer 69,1971-12-18,customer69@example.com,+447746812123,AE,RETAIL,VERIFIED,2022-06-14,,2026-02-05 16:19:00+00:00
CUST000070,Customer 70,1964-08-29,customer70@example.com,+447020972273,DE,CORPORATE,VERIFIED,2023-07-10,,2025-12-19 17:55:00+00:00
CUST000071,Customer 71,1991-06-22,customer71@example.com,+447919909014,GB,RETAIL,VERIFIED,2022-05-23,,2024-11-17 22:47:00+00:00
CUST000072,Customer 72,1984-01-16,customer72@example.com,+447945597897,SG,RETAIL,FAILED,2024-11-15,RM0020,2025-07-20 20:13:00+00:00
CUST000073,Customer 73,1974-03-21,customer73@example.com,+447822050912,DE,RETAIL,VERIFIED,2022-07-05,,2024-07-24 06:39:00+00:00
CUST000074,Customer 74,1999-12-20,customer74@example.com,+447618142807,SG,RETAIL,PENDING,2024-08-28,RM0011,2026-01-01 09:43:00+00:00
CUST000075,Customer 75,1969-09-14,customer75@example.com,+447408431021,FR,RETAIL,VERIFIED,2018-01-20,,2024-12-19 21:08:00+00:00
CUST000076,Customer 76,1979-02-04,customer76@example.com,+447512153089,US,CORPORATE,VERIFIED,2021-09-27,RM0012,2025-12-28 20:11:00+00:00
CUST000077,Customer 77,1955-01-07,customer77@example.com,+447006330865,AE,RETAIL,VERIFIED,2022-03-11,RM0002,2025-05-30 17:44:00+00:00
CUST000078,Customer 78,1970-07-20,customer78@example.com,+447377698143,AE,PRIVATE_BANKING,VERIFIED,2019-07-04,RM0009,2025-10-14 10:45:00+00:00
CUST000079,Customer 79,1952-11-17,customer79@example.com,+447320632895,US,CORPORATE,VERIFIED,2025-09-29,RM0006,2024-04-28 11:35:00+00:00
CUST000080,Customer 80,1978-04-20,customer80@example.com,+447809037759,FR,RETAIL,VERIFIED,2022-01-17,,2025-05-06 18:36:00+00:00
CUST000081,Customer 81,1985-12-28,customer81@example.com,+447418744974,DE,RETAIL,VERIFIED,2018-12-26,RM0015,2025-11-14 22:26:00+00:00
CUST000082,Customer 82,1974-01-08,customer82@example.com,+447916382757,AE,RETAIL,VERIFIED,2023-12-07,RM0018,2025-11-21 23:57:00+00:00
CUST000083,Customer 83,1955-12-09,customer83@example.com,+447957392814,FR,RETAIL,VERIFIED,2022-02-27,,2025-06-30 09:56:00+00:00
CUST000084,Customer 84,1968-12-05,customer84@example.com,+447897356828,AE,PRIVATE_BANKING,VERIFIED,2021-07-15,RM0005,2025-03-08 00:33:00+00:00
CUST000085,Customer 85,2000-11-19,customer85@example.com,+447449920675,AE,RETAIL,PENDING,2026-01-05,,2024-04-19 00:24:00+00:00
CUST000086,Customer 86,1978-03-26,customer86@example.com,+447577909930,US,RETAIL,VERIFIED,2020-06-08,,2024-05-28 01:42:00+00:00
CUST000087,Customer 87,1969-01-28,customer87@example.com,+447802638839,SG,RETAIL,VERIFIED,2022-04-23,RM0008,2024-02-27 06:17:00+00:00
CUST000088,Customer 88,1994-10-15,customer88@example.com,+447788807316,DE,PRIVATE_BANKING,VERIFIED,2023-06-08,,2026-02-07 05:18:00+00:00
CUST000089,Customer 89,1985-06-30,customer89@example.com,+447586405096,AE,RETAIL,VERIFIED,2021-04-15,RM0012,2025-11-30 08:09:00+00:00
CUST000090,Customer 90,1991-03-02,customer90@example.com,+447858851904,FR,RETAIL,VERIFIED,2023-10-24,RM0003,2024-03-04 22:50:00+00:00
CUST000091,Customer 91,1962-10-26,customer91@example.com,+447647737533,SG,CORPORATE,VERIFIED,2023-03-10,RM0009,2024-10-29 06:48:00+00:00
CUST000092,Customer 92,1973-10-06,customer92@example.com,+447964017593,US,CORPORATE,VERIFIED,2017-07-21,RM0003,2025-07-08 01:22:00+00:00
CUST000093,Customer 93,1962-07-12,customer93@example.com,+447236801619,US,RETAIL,VERIFIED,2019-06-25,,2026-04-13 14:06:00+00:00
CUST000094,Customer 94,1972-02-16,customer94@example.com,+447524232414,FR,CORPORATE,VERIFIED,2019-01-13,,2025-09-22 21:47:00+00:00
CUST000095,Customer 95,2000-05-12,customer95@example.com,+447235602191,AE,CORPORATE,VERIFIED,2015-08-09,RM0015,2025-07-29 07:47:00+00:00
CUST000096,Customer 96,1998-05-10,customer96@example.com,+447293062061,DE,RETAIL,VERIFIED,2025-05-09,RM0003,2025-10-24 17:24:00+00:00
CUST000097,Customer 97,1973-07-28,customer97@example.com,+447467975319,GB,RETAIL,VERIFIED,2019-09-14,RM0011,2024-08-31 16:50:00+00:00
CUST000098,Customer 98,1988-06-08,customer98@example.com,+447521454127,FR,RETAIL,VERIFIED,2024-10-31,,2026-03-26 22:18:00+00:00
CUST000099,Customer 99,1985-10-31,customer99@example.com,+447031165166,DE,RETAIL,VERIFIED,2021-07-14,RM0002,2025-12-10 21:03:00+00:00
CUST000100,Customer 100,1982-06-23,customer100@example.com,+447417532243,FR,RETAIL,VERIFIED,2016-07-20,,2025-01-25 12:26:00+00:00
CUST000101,Customer 101,1969-09-04,customer101@example.com,+447360916347,FR,RETAIL,PENDING,2024-03-05,RM0013,2026-03-18 21:20:00+00:00
CUST000102,Customer 102,1962-05-30,customer102@example.com,+447718197581,DE,RETAIL,VERIFIED,2026-03-14,RM0013,2025-07-19 01:00:00+00:00
CUST000103,Customer 103,1995-09-18,customer103@example.com,+447729223044,US,RETAIL,PENDING,2018-02-14,RM0006,2026-01-31 08:12:00+00:00
CUST000104,Customer 104,1994-04-11,customer104@example.com,+447856998797,US,PRIVATE_BANKING,PENDING,2021-10-16,RM0006,2025-09-27 14:53:00+00:00
CUST000105,Customer 105,1958-02-26,customer105@example.com,+447434131719,SG,RETAIL,VERIFIED,2020-06-05,,2024-08-18 20:45:00+00:00
CUST000106,Customer 106,1954-03-24,customer106@example.com,+447777583839,FR,RETAIL,VERIFIED,2020-08-31,RM0005,2025-12-27 20:23:00+00:00
CUST000107,Customer 107,1959-11-02,customer107@example.com,+447177215428,US,RETAIL,PENDING,2018-06-16,,2026-02-12 18:34:00+00:00
CUST000108,Customer 108,1963-09-18,customer108@example.com,+447902486082,SG,RETAIL,VERIFIED,2024-06-28,RM0008,2026-01-26 19:12:00+00:00
CUST000109,Customer 109,1964-05-09,customer109@example.com,+447501856351,GB,CORPORATE,VERIFIED,2023-06-16,RM0016,2026-03-05 23:12:00+00:00
CUST000110,Customer 110,1987-11-16,customer110@example.com,+447987350298,SG,RETAIL,PENDING,2016-08-28,RM0018,2024-10-28 14:11:00+00:00
CUST000111,Customer 111,1955-09-13,customer111@example.com,+447137039296,SG,CORPORATE,VERIFIED,2025-01-26,RM0003,2025-11-30 02:11:00+00:00
CUST000112,Customer 112,1984-07-09,customer112@example.com,+447668143326,SG,CORPORATE,VERIFIED,2025-09-30,,2024-06-26 23:32:00+00:00
CUST000113,Customer 113,1984-03-27,customer113@example.com,+447573510887,DE,CORPORATE,VERIFIED,2023-12-28,,2024-05-02 12:02:00+00:00
CUST000114,Customer 114,1991-12-29,customer114@example.com,+447028955006,FR,RETAIL,VERIFIED,2024-05-19,,2025-03-14 08:35:00+00:00
CUST000115,Customer 115,1997-06-21,customer115@example.com,+447973807454,SG,RETAIL,PENDING,2015-10-29,RM0017,2024-09-27 04:10:00+00:00
CUST000116,Customer 116,1972-07-22,customer116@example.com,+447423076025,AE,CORPORATE,PENDING,2023-01-24,,2025-08-21 08:00:00+00:00
CUST000117,Customer 117,1999-08-20,customer117@example.com,+447635540030,DE,RETAIL,VERIFIED,2016-11-27,RM0018,2024-12-04 14:45:00+00:00
CUST000118,Customer 118,1951-01-12,customer118@example.com,+447606011277,GB,RETAIL,PENDING,2017-06-14,RM0013,2024-06-07 01:09:00+00:00
CUST000119,Customer 119,1960-04-11,customer119@example.com,+447711890569,FR,RETAIL,VERIFIED,2020-07-26,RM0012,2024-11-26 19:03:00+00:00
CUST000120,Customer 120,1998-03-05,customer120@example.com,+447029100607,FR,CORPORATE,PENDING,2022-12-18,RM0016,2026-03-03 20:39:00+00:00
CUST000121,Customer 121,1973-12-09,customer121@example.com,+447090137896,AE,CORPORATE,FAILED,2018-09-24,RM0019,2025-11-08 09:31:00+00:00
CUST000122,Customer 122,1980-07-08,customer122@example.com,+447690147183,AE,CORPORATE,VERIFIED,2015-12-29,RM0013,2026-03-19 18:35:00+00:00
CUST000123,Customer 123,1960-01-04,customer123@example.com,+447460219456,DE,RETAIL,VERIFIED,2023-12-18,,2025-01-01 02:50:00+00:00
CUST000124,Customer 124,1976-05-01,customer124@example.com,+447145706210,FR,RETAIL,PENDING,2022-06-09,,2025-12-25 10:33:00+00:00
CUST000125,Customer 125,1989-01-02,customer125@example.com,+447930774552,DE,RETAIL,PENDING,2024-08-27,RM0001,2024-08-13 05:33:00+00:00
CUST000126,Customer 126,1964-03-10,customer126@example.com,+447495744935,SG,RETAIL,PENDING,2017-05-17,RM0009,2024-03-10 16:10:00+00:00
CUST000127,Customer 127,1990-09-15,customer127@example.com,+447195130056,DE,RETAIL,PENDING,2015-03-28,,2025-03-01 17:34:00+00:00
CUST000128,Customer 128,1950-04-17,customer128@example.com,+447053992714,FR,RETAIL,VERIFIED,2017-03-18,RM0017,2025-02-17 02:22:00+00:00
CUST000129,Customer 129,1973-08-18,customer129@example.com,+447279340713,GB,RETAIL,VERIFIED,2020-10-20,RM0019,2024-08-14 06:42:00+00:00
CUST000130,Customer 130,1994-11-29,customer130@example.com,+447407059676,DE,CORPORATE,VERIFIED,2019-12-24,RM0006,2024-12-05 10:23:00+00:00
CUST000131,Customer 131,1966-01-11,customer131@example.com,+447351492250,AE,RETAIL,FAILED,2019-12-16,,2024-10-27 06:48:00+00:00
CUST000132,Customer 132,1995-07-19,customer132@example.com,+447227268503,DE,RETAIL,VERIFIED,2024-12-30,RM0009,2025-09-25 16:30:00+00:00
CUST000133,Customer 133,1959-07-19,customer133@example.com,+447488229686,SG,RETAIL,FAILED,2023-05-23,RM0002,2025-07-28 20:00:00+00:00
CUST000134,Customer 134,1976-10-10,customer134@example.com,+447350948014,FR,CORPORATE,VERIFIED,2023-10-10,RM0008,2024-04-27 21:22:00+00:00
CUST000135,Customer 135,1995-07-19,customer135@example.com,+447362388455,AE,RETAIL,VERIFIED,2025-05-21,RM0013,2025-04-01 07:57:00+00:00
CUST000136,Customer 136,1967-11-05,customer136@example.com,+447817364173,AE,CORPORATE,PENDING,2026-03-23,RM0006,2025-10-19 19:58:00+00:00
CUST000137,Customer 137,1963-09-18,customer137@example.com,+447944506245,AE,RETAIL,PENDING,2018-05-19,,2025-09-28 07:02:00+00:00
CUST000138,Customer 138,1983-07-19,customer138@example.com,+447407083673,DE,PRIVATE_BANKING,VERIFIED,2022-09-26,RM0012,2025-11-29 10:24:00+00:00
CUST000139,Customer 139,1964-06-29,customer139@example.com,+447298775766,US,PRIVATE_BANKING,VERIFIED,2015-07-21,RM0001,2026-03-26 03:24:00+00:00
CUST000140,Customer 140,1998-05-23,customer140@example.com,+447807464398,SG,RETAIL,VERIFIED,2025-10-29,RM0012,2024-09-19 17:46:00+00:00
CUST000141,Customer 141,1997-07-31,customer141@example.com,+447893271900,SG,RETAIL,VERIFIED,2017-05-06,RM0019,2024-10-16 00:58:00+00:00
CUST000142,Customer 142,1950-01-19,customer142@example.com,+447452651788,AE,RETAIL,VERIFIED,2021-08-17,,2025-06-13 11:32:00+00:00
CUST000143,Customer 143,1979-01-30,customer143@example.com,+447270874491,GB,RETAIL,VERIFIED,2024-04-30,RM0016,2026-04-02 16:28:00+00:00
CUST000144,Customer 144,1993-11-01,customer144@example.com,+447896478772,GB,PRIVATE_BANKING,VERIFIED,2016-12-04,RM0006,2025-05-13 01:18:00+00:00
CUST000145,Customer 145,1951-10-01,customer145@example.com,+447087946147,FR,CORPORATE,VERIFIED,2017-08-08,RM0003,2025-10-29 06:20:00+00:00
CUST000146,Customer 146,1960-01-14,customer146@example.com,+447504988121,AE,CORPORATE,VERIFIED,2018-03-06,,2025-06-10 02:06:00+00:00
CUST000147,Customer 147,1982-07-26,customer147@example.com,+447020812641,AE,RETAIL,VERIFIED,2022-10-24,RM0001,2024-06-20 17:34:00+00:00
CUST000148,Customer 148,1977-08-03,customer148@example.com,+447804258674,SG,RETAIL,VERIFIED,2021-12-30,RM0001,2024-01-08 20:04:00+00:00
CUST000149,Customer 149,1971-06-26,customer149@example.com,+447579196799,DE,RETAIL,VERIFIED,2022-09-11,RM0020,2024-08-03 21:40:00+00:00
CUST000150,Customer 150,1955-03-14,customer150@example.com,+447055926488,GB,CORPORATE,PENDING,2025-03-19,,2026-03-03 06:55:00+00:00
CUST000151,Customer 151,1971-08-11,customer151@example.com,+447375767056,FR,RETAIL,PENDING,2019-08-22,,2025-12-02 13:53:00+00:00
CUST000152,Customer 152,2000-11-25,customer152@example.com,+447240756713,AE,RETAIL,VERIFIED,2025-10-31,RM0011,2024-04-16 06:34:00+00:00
CUST000153,Customer 153,1957-01-24,customer153@example.com,+447698086909,DE,CORPORATE,VERIFIED,2022-10-24,,2026-04-28 22:56:00+00:00
CUST000154,Customer 154,1957-09-07,customer154@example.com,+447073678414,SG,CORPORATE,VERIFIED,2025-09-05,,2026-01-29 13:41:00+00:00
CUST000155,Customer 155,1993-08-07,customer155@example.com,+447838842599,AE,RETAIL,VERIFIED,2017-03-10,RM0005,2026-04-16 02:47:00+00:00
CUST000156,Customer 156,1956-03-17,customer156@example.com,+447699816232,GB,CORPORATE,VERIFIED,2024-10-29,RM0017,2025-12-03 04:01:00+00:00
CUST000157,Customer 157,1997-10-16,customer157@example.com,+447043226844,SG,RETAIL,VERIFIED,2025-02-23,RM0003,2025-04-15 22:21:00+00:00
CUST000158,Customer 158,1961-04-13,customer158@example.com,+447809851739,US,PRIVATE_BANKING,VERIFIED,2022-02-25,RM0013,2024-02-08 02:04:00+00:00
CUST000159,Customer 159,1961-07-09,customer159@example.com,+447033318206,DE,RETAIL,VERIFIED,2016-07-04,RM0011,2024-02-25 05:50:00+00:00
CUST000160,Customer 160,1992-08-22,customer160@example.com,+447265518424,GB,RETAIL,VERIFIED,2021-09-25,RM0005,2024-09-14 17:04:00+00:00
CUST000161,Customer 161,1999-04-29,customer161@example.com,+447214061901,FR,PRIVATE_BANKING,VERIFIED,2016-01-02,RM0014,2025-08-11 07:58:00+00:00
CUST000162,Customer 162,1964-10-24,customer162@example.com,+447901115118,FR,RETAIL,VERIFIED,2017-07-31,RM0016,2024-09-21 13:24:00+00:00
CUST000163,Customer 163,1973-10-12,customer163@example.com,+447021882877,SG,RETAIL,PENDING,2015-07-05,RM0006,2025-04-06 20:25:00+00:00
CUST000164,Customer 164,1997-05-04,customer164@example.com,+447667154083,US,RETAIL,VERIFIED,2022-09-11,RM0018,2025-03-19 10:01:00+00:00
CUST000165,Customer 165,1987-12-18,customer165@example.com,+447163619298,GB,RETAIL,VERIFIED,2017-06-14,RM0020,2025-02-02 21:07:00+00:00
CUST000166,Customer 166,1969-01-01,customer166@example.com,+447256135680,AE,RETAIL,VERIFIED,2018-09-08,RM0008,2025-07-01 00:41:00+00:00
CUST000167,Customer 167,1998-05-20,customer167@example.com,+447135528741,FR,RETAIL,VERIFIED,2020-06-21,RM0006,2026-01-07 19:04:00+00:00
CUST000168,Customer 168,1968-01-18,customer168@example.com,+447508482316,US,RETAIL,VERIFIED,2018-11-30,RM0010,2026-02-13 23:37:00+00:00
CUST000169,Customer 169,1977-12-19,customer169@example.com,+447718825964,AE,PRIVATE_BANKING,VERIFIED,2018-08-04,,2024-02-16 22:54:00+00:00
CUST000170,Customer 170,1985-10-18,customer170@example.com,+447122824732,GB,RETAIL,VERIFIED,2022-06-04,RM0019,2024-03-15 11:59:00+00:00
CUST000171,Customer 171,1983-07-03,customer171@example.com,+447605557720,DE,RETAIL,VERIFIED,2024-07-24,RM0019,2025-05-29 03:18:00+00:00
CUST000172,Customer 172,1989-04-21,customer172@example.com,+447234037646,US,PRIVATE_BANKING,VERIFIED,2025-05-13,,2026-03-16 21:19:00+00:00
CUST000173,Customer 173,1996-06-07,customer173@example.com,+447499326438,US,CORPORATE,VERIFIED,2020-03-14,RM0020,2025-09-13 02:18:00+00:00
CUST000174,Customer 174,1990-07-04,customer174@example.com,+447751044796,GB,RETAIL,PENDING,2024-02-01,,2026-02-22 14:24:00+00:00
CUST000175,Customer 175,1960-11-09,customer175@example.com,+447275139575,SG,CORPORATE,VERIFIED,2019-02-20,RM0016,2025-02-08 21:01:00+00:00
CUST000176,Customer 176,1972-03-29,customer176@example.com,+447823450567,AE,RETAIL,VERIFIED,2019-03-07,,2025-04-30 05:34:00+00:00
CUST000177,Customer 177,1970-02-27,customer177@example.com,+447396098177,SG,RETAIL,VERIFIED,2024-09-10,RM0008,2024-08-13 04:47:00+00:00
CUST000178,Customer 178,1955-09-30,customer178@example.com,+447180162221,GB,CORPORATE,PENDING,2023-11-15,RM0011,2025-02-04 17:18:00+00:00
CUST000179,Customer 179,1980-05-01,customer179@example.com,+447650572325,DE,RETAIL,VERIFIED,2015-08-28,,2025-10-11 04:19:00+00:00
CUST000180,Customer 180,1951-11-21,customer180@example.com,+447652027025,DE,RETAIL,VERIFIED,2019-06-05,RM0003,2025-11-24 23:41:00+00:00
